001,005,007,008,035_##$a,040_##$a,040_##$c,040_##$d,045_##$a,100_1#$a,100_1#$c,100_1#$d,100_1#$q,240_1*$a,240_1*$l,245_1*$a,245_1*$b,245_1*$h,260_##$c,300_##$a,300_##$b,500_##$a,505_0#$a,510_4#$a,510_4#$b,510_4#$c,518_##$a,520_##$a,540_##$a,600_00$a,600_00$d,600_00$x,600_07$0,600_07$2,600_07$a,600_07$d,600_10$a,600_10$d,600_10$q,600_10$t,600_10$x,600_17$0,600_17$2,600_17$a,600_17$d,600_17$q,610_10$a,610_10$b,610_17$0,610_17$2,610_17$a,610_17$b,610_20$a,610_20$x,610_20$y,610_27$0,610_27$2,610_27$a,611_27$0,611_27$2,611_27$a,630_#7$0,630_#7$2,630_#7$a,630_00$a,648_#7$2,648_#7$a,650_#0$a,650_#0$v,650_#0$x,650_#0$y,650_#0$z,650_#7$0,650_#7$2,650_#7$a,650_#7$x,651_#0$a,651_#0$x,651_#0$y,651_#0$z,651_#7$0,651_#7$2,651_#7$a,651_#7$z,655_#7$0,655_#7$2,655_#7$a,700_1#$a,700_1#$c,700_1#$d,700_1#$q,710_1#$4,710_1#$a,710_1#$b,830_ *$a,830_ *$p,899_1#$a,905_##$a,948_2#$a,948_2#$b,948_2#$d,948_2#$e,948_2#$x,leader
3601523,20151214182857.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8588;3601523;(OCoLC)63897753;,NIC,NIC,NIC;NIC;,,"Vonnegut, Kurt.",,,,,,"Kurt Vonnegut, Jr. lectures about his work",,[sound recording],1983.,1 sound cassette (85 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Sigma Phi Fraternity,Cornell Daily Sun,University
                Unions Programming Board.;",,,,,"Lecture, April 17, 1983.","Vonnegut describes life as a Cornell undergraduate and the way to
                become a ""successful"" writer.",No reproductions authorized.,,,,,,,,"Vonnegut, Kurt.",,,,,(OCoLC)fst00036929,fast,"Vonnegut, Kurt",,,,,,,,,Cornell University,Alumni and alumnae.,,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,,,,,,,,(OCoLC)fst01161636,fast,Universities and colleges,Alumni and alumnae,,,,,,,,,,,,,,,,,,,James Norris Oliphant distinguished speakers.,,CULectures,20000403120000.0,20141221,m,batch,lts,addfast,01303cim a22003372u 4500
3604576,20151214183426.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASG1641;3604576;(OCoLC)63903025;,NIC,NIC,NIC,,"Derrida, Jacques.",,,,,,The principle of reason and the idea of the university,,[sound recording],1983.,2 sound cassettes (100 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Andrew D. White Professors-At-Large Program.;",,,,,"Lecture, April 19, 1983.","Derrida discusses a university's ""reason to be"", its
                meaning and distinction.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Universities and colleges;Education, Higher;",,Evaluation.;Aims and objectives.;,,,(OCoLC)fst00903015;(OCoLC)fst01161730;,fast;fast;,"Education, Higher;Universities and colleges;",Aims and objectives;Evaluation;,,,,,,,,,,,,,,,,,,,Andrew D. White Professors-At-Large lectures.,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01198cim a22003132u 4500
3601554,20151214182901.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8619;3601554;(OCoLC)63897803;,NIC,NIC,NIC,,"Cook, Alice.",,,,,,1984: women in the workplace,,[sound recording],1983.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Speaker(s): Cook is professor emerita in the New York State School of
                Industrial and Labor Relations.;",,,,,"Lecture, July 28, 1983.","Cook explores the dimensions of women's increased labor force
                participation in the United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women;Women;,,"Legal status, laws, etc.;Employment.;",,,(OCoLC)fst01176715;(OCoLC)fst01176824;,fast;fast;,Women;Women;,"Employment;Legal status, laws, etc.;",,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01140cim a22003132u 4500
3601559,20151214182902.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8624;3601559;(OCoLC)63897810;,NIC,NIC,NIC;NIC;,,"Barańczak, Stanisław,",,1946-2014.,,,,Polish poetry under martial law,,[sound recording],1983.,1 sound cassette (55 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, September 12, 1983.","Baranczak discusses the effect of martial law on poetry in
                Poland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast,Since 1900,Polish poetry;Politics and literature.;Martial law;,,,20th century.,Poland.,(OCoLC)fst00975769;(OCoLC)fst01010862;(OCoLC)fst01069141;(OCoLC)fst01069960;,fast;fast;fast;fast;,Intellectual life;Martial law;Polish poetry;Politics and literature;,,Poland,Intellectual life,1945-,,(OCoLC)fst01206891,fast,Poland,,,,,,,,,,,,,,CULectures,20000119120000.0,20141221,m,batch,lts,addfast,01271cim a22003612u 4500
3601570,20151214211225.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8635;3601570;(OCoLC)63897828;,NIC,NIC,NIC;NIC;,,"McGovern, George S.",,1922-2012.,"(George Stanley),",,,Presidential forum: George McGovern,,[sound recording],1983.,1 sound cassette (90 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Frontlash.;",,,,,"Lecture, September 29, 1983.","McGovern describes his plans if elected in 1984 and discusses some of
                the problems facing the Reagan administration.",,,,,,,,,"McGovern, George S.",1922-2012.,"(George Stanley),",,,(OCoLC)fst01801258,fast,"McGovern, George S.",1922-2012,"(George Stanley),",,,,,,,,,,,,,,,,,,,,,,Presidents,,Election.,,,(OCoLC)fst01075747,fast,Presidents,Election,,,,,,,,,,,,,,,,,,,,,CULectures,20000330120000.0,20141221,m,batch,lts,addfast,01151cim a22003012u 4500
3601389,20151214182839.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8454;3601389;(OCoLC)63897516;,NIC,NIC,NIC;NIC;,,"Robeson, Paul,",,1898-1976.,,,,Commentary on two films,,[sound recording],1983.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, October 5, 1983.","Robeson introduces two films of his father's which present views
                of the black actor.",,,,,,,,,"Robeson, Paul,",1898-1976.,,,,(OCoLC)fst00055431,fast,"Robeson, Paul,",1898-1976,,,,,,,,,,,,,,,,,,,,,,,American drama;African American actors.;,,Afro-American actors.,,,(OCoLC)fst00798998,fast,African American actors,,,,,,,,,,,,,,,,,,,,,,CULectures,20000317120000.0,20141221,m,batch,lts,addfast,01040cim a22003012u 4500
3601415,20151214182843.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8480;3601415;(OCoLC)63897561;,NIC,NIC,NIC;NIC;,,"Angelakē-Rouk, Katerina.",,,,,,Katerina Anghelaki-Hook reads her own poetry,,[sound recording],1983.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Hellenic Student Association,Ithaca Community
                Poets.;",,,,,"Reading, November 7, 1983.",Anghelaki-Rooke's poems recall her Greek ancestry.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poetry;Poets, Greek (Modern).;Greek poetry, Modern.;",,"Themes, motives.",,,(OCoLC)fst00947514;(OCoLC)fst01067743;(OCoLC)fst01067914;,fast;fast;fast;,"Greek poetry, Modern;Poetry;Poets, Greek (Modern);","Themes, motives",,,,,,,,,,,,,,,,,,,,,CULectures,20000114120000.0,20141221,m,batch,lts,addfast,01160cim a22003252u 4500
3601424,20160106133444.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8489;3601424;(OCoLC)63897578;,NIC,NIC,NIC;NIC;,,"Brant, Beth,",,1941-2015.,,,,"A gathering of spirit: a reading of North American Indian
                womens' writing",,[sound recording],1983.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Women's Studies Program.;",,,,,"Reading, November 11, 1983.","Brant reads and discusses a selection of poetry written by Native
                American women.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women authors.;Indians of North America;Indian poetry.;,Poetry.,,,,(OCoLC)fst00969171;(OCoLC)fst00969633;(OCoLC)fst01177198;,fast;fast;fast;,Indian poetry;Indians of North America;Women authors;,,,,,,,,,,(OCoLC)fst01423828,fast,Poetry,,,,,,,,,,CULectures,20000414120000.0,20141221,m,batch,lts,addfast,01220cim a22003372u 4500
3601455,20151214182848.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng d,(NIC)notisASF8520;3601455;(OCoLC)63897633;,NIC,NIC,NIC;NIC;,,"Stoddard, Thomas B.",,,,,,"Gay people and civil rights: how far, how fast",,[sound recording],1983.,1 sound cassette :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, December 8, 1983.","Stoddard describes gay rights at both the federal and state levels,
                as well as at Cornell University.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Civil rights;Discrimination in education.;Gay rights.;,,,,United States.,(OCoLC)fst00862627;(OCoLC)fst00895037;(OCoLC)fst00939213;,fast;fast;fast;,Civil rights;Discrimination in education;Gay rights;,,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,CULectures,20000327120000.0,20141221,m,batch,lts,addfast,01155cim a22003252u 4500
3601458,20151214182848.0,ss|lmnjluz|nuu,991101s1983 nyunnn l eng ,(NIC)notisASF8523;3601458;(OCoLC)63897640;,NIC,NIC,NIC;NIC;,,"Gates, Henry Louis,",Jr.,,,,,"Race, writing and difference",,[sound recording],1983.,1 sound cassette (80 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: English, Department of.;",,,,,"Lecture, December 15, 1983.",Gates discusses black writing styles.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Authors, Black.;Comparative literature;",,"Themes, motives.",,,(OCoLC)fst00821841;(OCoLC)fst01735633;,fast;fast;,"Authors, Black;Comparative literature;","Themes, motives",,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01018cim a22003012u 4500
3601474,20151214182851.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8539;3601474;(OCoLC)63897665;,NIC,NIC,NIC;NIC;,,"Porter, Katherin Anne.",,,,,,Lecture on her work,,[sound recording],1984.,1 sound cassette (60 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Art, Department of.;",,,,,"Lecture, February 6, 1984.",Porter discusses her artwork.,,,,,,,,,"Porter, Katherine Anne,",1890-1980,,,,(OCoLC)fst00033438,fast,"Porter, Katherine Anne,",1890-1980,,,,,,,,,,,,,,,,,,,,,,,Women artists.;Artists;,,,,United States.,(OCoLC)fst00817559;(OCoLC)fst01177159;,fast;fast;,Artists;Women artists;,,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,CULectures,20000404120000.0,20141221,m,batch,lts,addfast,01127cim a22003372u 4500
3601347,20151214182834.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8412;3601347;(OCoLC)63897441;,NIC,NIC,NIC;NIC;,,"Wettig-Danielmeier, Inge,",,1936-,,,,Women and the West German peace movement,,[sound recording],1984.,1 sound cassette (85 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Peace Studies Program,Women's Studies
                Program.;",,,,,"Lecture, February 24, 1984.","Wettig-Danielmeier dicusses the role of women in West German politics
                and the peace movement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peace;Women and peace.;,,"Societies, etc.",,,(OCoLC)fst01055832;(OCoLC)fst01069781;(OCoLC)fst01177101;,fast;fast;fast;,Peace;Political science;Women and peace;,"Societies, etc.",Germany (West),Politics and government.,,,(OCoLC)fst01210273,fast,Germany (West),,,,,,,,,,,,,,CULectures,20000407120000.0,20141221,m,batch,lts,addfast,01258cim a22003372u 4500
3601348,20151214182834.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8413;3601348;(OCoLC)63897443;,NIC,NIC,NIC,,"Ba-Yunus, Ilyas.",,,,,,"Alternative choices: solutions to modern man's
                problems",,[sound recording],1984.,1 sound cassette (70 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, February 24, 1984.","Ba-Yunus presents a personal assessment of the current state of Islam
                in the Middle East.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam;Islam and politics.;,,Doctrines.,,,(OCoLC)fst00979879;(OCoLC)fst00979787;,fast;fast;,Islam and politics;Islam;,Doctrines,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,00993cim a22002892u 4500
3601352,20151214182834.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8417;3601352;(OCoLC)63897453;,NIC,NIC,NIC;NIC;,,"Burak, David,",,1945-,,,,"The seizure of Willard Straight Hall and its meaning for today: a
                fifteen year retrospective",,[sound recording],1984.,2 sound cassettes (105 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Interfraternity Council,Ujamaa Residential
                College,Willard Straight Hall Programming Board.;",,,,,"Lecture, February 28, 1984.","Panel looks back on the Willard Straight Hall takeover from various
                perspectives.",,,,,,,,,,,,,,,,,,,,,,,,,Cornell University,History,20th century.,(OCoLC)fst00530369,fast,Cornell University,,,,,,,,fast,1900 - 1999,Students;Discrimination in education.;,,Political activity.,,,(OCoLC)fst00895037;(OCoLC)fst01136098;,fast;fast;,Discrimination in education;Students;,Political activity,,,,,,,,,(OCoLC)fst01411628,fast,History,"Saake, Ruby.;Munday, Reuben.;McConkey, James.;",,,,,,,,,CULectures,20000308120000.0,20141221,m,batch,lts,addfast,01494cim a22003852u 4500
3601360,20151214182835.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8425;3601360;(OCoLC)63897468;,NIC,NIC,NIC;NIC;,,"Kennedy, Florynce,",,1916-2000.,,,,Feminist activism and the law,,[sound recording],1984.,1 sound cassette (59 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Women's Law Coalition,Women's Studies
                Program,Architecture, Art and Planning, College of,Vice-President of Campus Affairs,
                Research and Advanced Studies,ABA-Law, Student Division.;",,,,,"Lecture, March 2, 1984.","Kennedy describes the ""place"" of women in the legal
                profession.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feminism.;Women;Women;,,"Legal status, laws, etc.;Political activity.;",,,(OCoLC)fst00922671;(OCoLC)fst01176824;(OCoLC)fst01734136;,fast;fast;fast;,Feminism;Women;Women;,"Legal status, laws, etc.;Political activity;",,,,,,,,,,,,,,,,,,,,,CULectures,20000217120000.0,20141221,m,batch,lts,addfast,01324cim a22003372u 4500
3601373,20151214182837.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8438;3601373;(OCoLC)63897490;,NIC,NIC,NIC;NIC;,,"Lowi, Theodore J.",,,,,,Can Anyone Defeat Reagan?,,[sound recording],1984.,1 sound cassette (90 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.",,,,,"Lecture, March 6, 1984.","Lowi and Ginsberg discuss the possibility and probability of Reagan
                being defeated in the upcoming election.",,,,,,,,,,,,,,,,,,,United States.,President (1981-1989 : Reagan) ,,,,,,,,,,,,,,,,,,,,"Politics, Practical.;Elections;",,Presidents;United States.;,,,(OCoLC)fst01069977,fast,"Politics, Practical",,,,,,,,,,,,,"Ginsberg, Benjamin.",,,,,,,,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01051cim a22003012u 4500
3601375,20151214182837.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8440;3601375;(OCoLC)63897493;,NIC,NIC,NIC;NIC;,,"Howard, Michael.",,,,,,The United States and the Wider World,,[sound recording],1984.,1 sound cassette (80 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: University Lectures Committee.;",,,,,"Lecture, March 7, 1984.","Howard examines the weaknesses of the United States' foreign
                policy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(OCoLC)fst01907412,fast,Diplomatic relations,,United States,Foreign relations.,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,,,CULectures,20000414120000.0,20141221,m,batch,lts,addfast,00994cim a22002892u 4500
3601378,20151214182838.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8443;3601378;(OCoLC)63897496;,NIC,NIC,NIC,,"Dubelman, Richard.",,,,,,"Producing, directing, writing movies",,[sound recording],1984.,1 sound cassette (65 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Sigma Phi Fraternity,Ithaca Filmmakers at Cornell
                (IFMAC),Willard Straight Hall Programming Board.;",,,,,"Lecture, March 7, 1984.","Dubelman gives a professional's perspective on writing,
                producing, and directing for the motion picture and television industry.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motion pictures;Motion picture industry;,,Production and direction.,,United States.,(OCoLC)fst01027150;(OCoLC)fst01027357;,fast;fast;,Motion picture industry;Motion pictures;,Production and direction,,,,,(OCoLC)fst01204155,fast,United States,,,,,,,,,,,,James Norris Oliphant distinguished speakers.,,CULectures,20000330120000.0,20141221,m,batch,lts,addfast,01332cim a22003252u 4500
3602463,20151214183130.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF9528;3602463;(OCoLC)63899410;,NIC,NIC,NIC,,"Mbata, J. Congress.",,,,,,"USA, developing nations and world community",,[sound recording],1984.,1 sound cassette (80 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Interreligious International Ministries Committee
                (IRIM),Center for World Community.;",,,,,"Lecture, March 12, 1984.",,No reproductions authorized.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,,,,,,00795cim a22002412u 4500
3601313,20151214182829.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8378;3601313;(OCoLC)63897392;,NIC,NIC,NIC;NIC;,,"Mbata, J. Congress.",,,,,,"USA, developing nations and world community, part 2",,[sound recording],1984.,1 sound cassette (75 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Accompanied by: Notes.;Sponsored by: Interreligious International Ministries Committee
                (IRIM),Center for World Community.;",,,,,"Lecture, March 14, 1984.","Mbata presents his view of a future ""global
                village"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International relations.,,,,,(OCoLC)fst01907412;(OCoLC)fst00977053;,fast;fast;,Diplomatic relations;International relations;,,United States;Developing countries.;,Foreign relations.,,,(OCoLC)fst01242969;(OCoLC)fst01204155;,fast;fast;,Developing countries;United States;,,,,,,,,,,,,,,CULectures,20000320120000.0,20141221,m,batch,lts,addfast,01298cim a22003492u 4500
3601299,20151214182827.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8364;3601299;(OCoLC)63897372;,NIC,NIC,NIC,,"Lopez-Baralt, Mercedes.",,,,,,"The political iconography of the new world: the foundation myth in
                Catholic, Protestant and Native icons",,[sound recording],1984.,1 sound cassette (45 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Romance Studies, Department of,Society for the
                Humanities,American Studies Program,Women's Studies Program,Arts and Sciences,
                College of.;",,,,,"Lecture, March 15, 1984.","Lopez-Baralt traces the history and development of European
                iconography and emblems in the New World.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian art and symbolism.;Icons.;Mythology.;,,,,,(OCoLC)fst00858904;(OCoLC)fst00966768;(OCoLC)fst01031701;,fast;fast;fast;,Christian art and symbolism;Icons;Mythology;,,,,,,,,,,,,,,,,,,,,Political iconography of the New World.,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01356cim a22003372u 4500
3601337,20151214182832.0,ss|lmnjluz|nuu,991101s1984 nyunnn l eng d,(NIC)notisASF8402;3601337;(OCoLC)63897424;,NIC,NIC,NIC,,"Cotton, Dorothy.",,,,,,Ways toward peace in the world community,,[sound recording],1984.,1 sound cassette (45 min.) :,"analog, mono.","Recorded in Ithaca, NY by Cornell University.;Sponsored by: Center for World Community,Interreligious International
                Ministries Committee (IRIM).;",,,,,"Lecture, April 9, 1984.","Cotton discusses the need for global understanding between
                nations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peace.;Civil rights.;Liberty.;,,,,,(OCoLC)fst00862627;(OCoLC)fst00997251;(OCoLC)fst01055758;,fast;fast;fast;,Civil rights;Liberty;Peace;,,,,,,,,,,,,,,,,,,,,,,CULectures,19991201120000.0,20141221,m,batch,lts,addfast,01107cim a22003252u 4500
